paper_id,pdf_file,md_file,page_count,char_count,status,error,timestamp
045306ad1a16,045306ad1a16_cvar_based_variational_quantum_optimization_for_user_association_in_handoff_awar.pdf,045306ad1a16_cvar_based_variational_quantum_optimization_for_user_association_in_handoff_awar.md,6,29150,success,,2026-04-08T22:19:20
0525be4c60fb,0525be4c60fb_application_of_quantum_computing_in_healthcare_billing_-_usa.pdf,0525be4c60fb_application_of_quantum_computing_in_healthcare_billing_-_usa.md,7,20600,success,,2026-04-08T22:19:20
05a01a257cc7,05a01a257cc7_large_scale_portfolio_optimization_using_pauli_correlation_encoding.pdf,05a01a257cc7_large_scale_portfolio_optimization_using_pauli_correlation_encoding.md,11,38729,success,,2026-04-08T22:19:20
06019399445b,06019399445b_quantum_relaxation_for_solving_multiple_knapsack_problems.pdf,06019399445b_quantum_relaxation_for_solving_multiple_knapsack_problems.md,8,35051,success,,2026-04-08T22:19:20
0608ad48d5b8,0608ad48d5b8_pricing_nancial_derivatives_with_exponential_quantum_speedup.pdf,0608ad48d5b8_pricing_nancial_derivatives_with_exponential_quantum_speedup.md,11,55249,success,,2026-04-08T22:19:21
060ebc7a91c0,060ebc7a91c0_empirical_analysis_of_quantum_compution_using_qiskit_framework.pdf,060ebc7a91c0_empirical_analysis_of_quantum_compution_using_qiskit_framework.md,6,22702,success,,2026-04-09T09:20:33
06c5f405d529,06c5f405d529_quantum_computing_for_health_and_financial_decision_making_empowering_employees_.pdf,06c5f405d529_quantum_computing_for_health_and_financial_decision_making_empowering_employees_.md,7,15287,success,,2026-04-08T22:19:21
06fdf18c23c4,06fdf18c23c4_a_hybrid_quantum_classical_model_for_stock_price_prediction_using_quantum_enhanc.pdf,06fdf18c23c4_a_hybrid_quantum_classical_model_for_stock_price_prediction_using_quantum_enhanc.md,19,64148,success,,2026-04-08T22:19:21
0757b9aa9a3b,0757b9aa9a3b_parametric_quantum_feature_selection_methods_for_fraud_anddefault_detection.pdf,0757b9aa9a3b_parametric_quantum_feature_selection_methods_for_fraud_anddefault_detection.md,8,38408,success,,2026-04-08T22:19:21
075a4a34de90,075a4a34de90_efficient_state_preparation_for_multivariate_monte_carlo_simulation.pdf,075a4a34de90_efficient_state_preparation_for_multivariate_monte_carlo_simulation.md,13,31102,success,,2026-04-08T22:19:21
076cb93860b0,076cb93860b0_quantum_bayesian_networks_with_application_to_games_displaying_parrondo_s_parado.pdf,076cb93860b0_quantum_bayesian_networks_with_application_to_games_displaying_parrondo_s_parado.md,170,331963,success,,2026-04-08T22:19:21
081132e62980,081132e62980_quantum_algorithm_for_local_volatility_option_pricing_via_the_kolmogorov_equatio.pdf,081132e62980_quantum_algorithm_for_local_volatility_option_pricing_via_the_kolmogorov_equatio.md,20,93111,success,,2026-04-08T22:19:21
081dbc9360d1,081dbc9360d1_quantum_computing_simulated_annealing_algorithm_applying_in_portfolio_optimizati.pdf,081dbc9360d1_quantum_computing_simulated_annealing_algorithm_applying_in_portfolio_optimizati.md,6,15013,success,,2026-04-08T22:19:22
082f292f8c48,082f292f8c48_hybrid_encoding_based_quantum_self_attention_for_financial_time_series_analysis.pdf,082f292f8c48_hybrid_encoding_based_quantum_self_attention_for_financial_time_series_analysis.md,5,26037,success,,2026-04-08T22:19:22
090ce79070cb,090ce79070cb_higher_order_portfolio_optimization_with_quantum_approximate_optimization_algori.pdf,090ce79070cb_higher_order_portfolio_optimization_with_quantum_approximate_optimization_algori.md,12,58505,success,,2026-04-08T22:19:22
0a1f9315f6a7,0a1f9315f6a7_quantum_computing_applications_challenges_and_prospects_in_financial_portfolio_o.pdf,0a1f9315f6a7_quantum_computing_applications_challenges_and_prospects_in_financial_portfolio_o.md,9,26458,success,,2026-04-08T22:19:22
0a824fa99e38,0a824fa99e38_implementing_credit_risk_analysis_with_quantum_singular_value_transformation.pdf,0a824fa99e38_implementing_credit_risk_analysis_with_quantum_singular_value_transformation.md,10,44351,success,,2026-04-08T22:19:22
0a96ec74c59f,0a96ec74c59f_parity_quantum_optimization_benchmarks.pdf,0a96ec74c59f_parity_quantum_optimization_benchmarks.md,12,54791,success,,2026-04-08T22:19:22
0ab110ae249c,0ab110ae249c_coherence_gated_dimensional_access_derivation_and_physical_validation_of_d_eff_d.pdf,0ab110ae249c_coherence_gated_dimensional_access_derivation_and_physical_validation_of_d_eff_d.md,4,8076,success,,2026-04-08T22:19:22
0ab4724fd60f,0ab4724fd60f_risk_management_strategies_navigating_volatility_in_complex_financial_market_env.pdf,0ab4724fd60f_risk_management_strategies_navigating_volatility_in_complex_financial_market_env.md,15,61793,success,,2026-04-08T22:19:22
0b40a3e55edc,0b40a3e55edc_qamoo_quantum_approximate_multi_objective_optimization_for_portfolio_management.pdf,0b40a3e55edc_qamoo_quantum_approximate_multi_objective_optimization_for_portfolio_management.md,12,21308,success,,2026-04-08T22:19:22
0b549647c8e5,0b549647c8e5_scaling_analysis_of_quantum_amplitude_estimation_for_tokenized_asset_option_pric.pdf,0b549647c8e5_scaling_analysis_of_quantum_amplitude_estimation_for_tokenized_asset_option_pric.md,17,22930,success,,2026-04-08T22:19:22
0c49909a73ca,0c49909a73ca_hybrid_quantum_classical_neural_networks_for_few_shot_credit_risk_assessment.pdf,0c49909a73ca_hybrid_quantum_classical_neural_networks_for_few_shot_credit_risk_assessment.md,13,59017,success,,2026-04-09T09:27:31
0cfd33edfd1a,0cfd33edfd1a_empowering_credit_scoring_systems_with_quantum_enhanced_machine_learning.pdf,0cfd33edfd1a_empowering_credit_scoring_systems_with_quantum_enhanced_machine_learning.md,16,40119,success,,2026-04-08T22:19:22
0d4d912721cf,0d4d912721cf_h_eft_va_an_effective_field_theory_variational_ansatz_with_provable_barren_plate.pdf,0d4d912721cf_h_eft_va_an_effective_field_theory_variational_ansatz_with_provable_barren_plate.md,7,18781,success,,2026-04-08T22:19:22
0d70169cb87f,0d70169cb87f_a_comparative_study_of_classical_and_quantum_machine_learning_for_large_scale_fi.pdf,0d70169cb87f_a_comparative_study_of_classical_and_quantum_machine_learning_for_large_scale_fi.md,14,29133,success,,2026-04-08T22:19:22
0df7a9f2fffd,0df7a9f2fffd_q_a3c2_quantum_reinforcement_learning_with_time_series_dynamic_clustering_for_ad.pdf,0df7a9f2fffd_q_a3c2_quantum_reinforcement_learning_with_time_series_dynamic_clustering_for_ad.md,5,22021,success,,2026-04-08T22:19:22
0e18f027f93b,0e18f027f93b_quantum_assisted_optimal_rebalancing_with_uncorrelated_asset_selection_for_algor.pdf,0e18f027f93b_quantum_assisted_optimal_rebalancing_with_uncorrelated_asset_selection_for_algor.md,17,31167,success,,2026-04-08T22:19:22
0e2942155b17,0e2942155b17_classical_optimization_with_imaginary_time_block_encoding_on_quantum_computers_t.pdf,0e2942155b17_classical_optimization_with_imaginary_time_block_encoding_on_quantum_computers_t.md,12,46567,success,,2026-04-08T22:19:22
0e9ded454de6,0e9ded454de6_financial_technologies_and_digital_assets_by_using_quantum_computing.pdf,0e9ded454de6_financial_technologies_and_digital_assets_by_using_quantum_computing.md,1,3306,success,,2026-04-08T22:19:23
0eb7690657f2,0eb7690657f2_quantum_computing_for_option_portfolio_analysis.pdf,0eb7690657f2_quantum_computing_for_option_portfolio_analysis.md,16,47361,success,,2026-04-08T22:19:23
0fb65bb44954,0fb65bb44954_benchmarking_the_performance_of_portfolio_optimization_with_qaoa.pdf,0fb65bb44954_benchmarking_the_performance_of_portfolio_optimization_with_qaoa.md,28,64573,success,,2026-04-09T09:36:38
0fb8e2505865,0fb8e2505865_designing_an_aiops_artificial_intelligent_operations_framework_for_energy_effici.pdf,0fb8e2505865_designing_an_aiops_artificial_intelligent_operations_framework_for_energy_effici.md,6,29115,success,,2026-04-08T22:19:23
109c9406f3df,109c9406f3df_quantum_graph_neural_networks_for_portfolio_optimization_in_complex_financial_ma.pdf,109c9406f3df_quantum_graph_neural_networks_for_portfolio_optimization_in_complex_financial_ma.md,5,22062,success,,2026-04-08T22:19:23
10a2f644907f,10a2f644907f_quantum_inspired_evolutionary_algorithms.pdf,10a2f644907f_quantum_inspired_evolutionary_algorithms.md,44,114659,success,,2026-04-08T22:19:23
10be86fe1795,10be86fe1795_a_comparative_analysis_of_hybrid_quantum_neural_networks_in_binary_credit_defaul.pdf,10be86fe1795_a_comparative_analysis_of_hybrid_quantum_neural_networks_in_binary_credit_defaul.md,5,26408,success,,2026-04-08T22:19:23
10e947e4e6c8,10e947e4e6c8_optimizing_quantum_algorithms_on_bipotent_architectures.pdf,10e947e4e6c8_optimizing_quantum_algorithms_on_bipotent_architectures.md,18,73836,success,,2026-04-08T22:19:23
11807719b419,11807719b419_testing_quantum_theory_by_generalizing_noncontextuality.pdf,11807719b419_testing_quantum_theory_by_generalizing_noncontextuality.md,34,164402,success,,2026-04-08T22:19:23
11ff02556b47,11ff02556b47_quantum_support_vector_machines_for_classification_and_regression_on_a_trapped_i.pdf,11ff02556b47_quantum_support_vector_machines_for_classification_and_regression_on_a_trapped_i.md,31,65020,success,,2026-04-08T22:19:23
1292782ed153,1292782ed153_cryptoqnet_leveraging_quantum_computing_for_enhanced_cryptocurrency_market_analy.pdf,1292782ed153_cryptoqnet_leveraging_quantum_computing_for_enhanced_cryptocurrency_market_analy.md,6,30784,success,,2026-04-08T22:19:24
12a26364b038,12a26364b038_evaluating_quantum_amplitude_estimation_for_pricing_multi_asset_basket_options.pdf,12a26364b038_evaluating_quantum_amplitude_estimation_for_pricing_multi_asset_basket_options.md,8,50969,success,,2026-04-08T22:19:24
12e854ac62a4,12e854ac62a4_quantum_optimization_potential_challenges_and_the_path_forward.pdf,12e854ac62a4_quantum_optimization_potential_challenges_and_the_path_forward.md,72,398891,success,,2026-04-08T22:19:24
1312e9d3c55e,1312e9d3c55e_hybrid_quantum_classical_machine_learning_with_pennylane_a_comprehensive_guide_f.pdf,1312e9d3c55e_hybrid_quantum_classical_machine_learning_with_pennylane_a_comprehensive_guide_f.md,35,75125,success,,2026-04-08T22:19:24
136790c5fbc5,136790c5fbc5_space_and_time_cost_of_continuous_rotations_in_surface_codes.pdf,136790c5fbc5_space_and_time_cost_of_continuous_rotations_in_surface_codes.md,12,54267,success,,2026-04-08T22:19:24
14777484b99d,14777484b99d_quantum_algorithm_for_unsupervised_anomaly_detection.pdf,14777484b99d_quantum_algorithm_for_unsupervised_anomaly_detection.md,12,35905,success,,2026-04-08T22:19:24
148be08400da,148be08400da_quantum_quantile_mechanics_solving_stochastic_differential_equations_for_generat.pdf,148be08400da_quantum_quantile_mechanics_solving_stochastic_differential_equations_for_generat.md,16,80679,success,,2026-04-08T22:19:24
14b3e6b32874,14b3e6b32874_quantum_circuits_for_the_black_scholes_equations_via_schr_dingerisation.pdf,14b3e6b32874_quantum_circuits_for_the_black_scholes_equations_via_schr_dingerisation.md,25,47694,success,,2026-04-08T22:19:24
14ceb7e36df7,14ceb7e36df7_time_series_generation_for_option_pricing_on_quantum_computers_using_tensor_netw.pdf,14ceb7e36df7_time_series_generation_for_option_pricing_on_quantum_computers_using_tensor_netw.md,15,41860,success,,2026-04-08T22:19:24
1502fad8d8ac,1502fad8d8ac_applying_quantum_computing_to_the_renewable_energy_stock_exchange_to_reduce_the_.pdf,1502fad8d8ac_applying_quantum_computing_to_the_renewable_energy_stock_exchange_to_reduce_the_.md,487,1190706,success,,2026-04-08T22:19:25
163d8d584a33,163d8d584a33_hybrid_qlstm_framework_for_time_series_forecasting_in_dynamic_financial_markets.pdf,163d8d584a33_hybrid_qlstm_framework_for_time_series_forecasting_in_dynamic_financial_markets.md,7,30456,success,,2026-04-08T22:19:26
1694a492105e,1694a492105e_accelerating_variational_quantum_monte_carlo_using_the_variational_quantum_eigen.pdf,1694a492105e_accelerating_variational_quantum_monte_carlo_using_the_variational_quantum_eigen.md,11,50315,success,,2026-04-08T22:19:26
16d418f1da92,16d418f1da92_a_more_general_quantum_credit_risk_analysis_framework.pdf,16d418f1da92_a_more_general_quantum_credit_risk_analysis_framework.md,14,40757,success,,2026-04-08T22:19:26
17229c637aaf,17229c637aaf_cross_disciplinary_integration_of_quantum_computing_in_economics_and_finance.pdf,17229c637aaf_cross_disciplinary_integration_of_quantum_computing_in_economics_and_finance.md,1,2992,success,,2026-04-08T22:19:26
17382b2fd33a,17382b2fd33a_fundamentals_of_quantum_computing_principles_qubits_and_quantum_gates.pdf,17382b2fd33a_fundamentals_of_quantum_computing_principles_qubits_and_quantum_gates.md,3,4928,success,,2026-04-08T22:19:26
173cd12aee6b,173cd12aee6b_a_quantum_algorithm_for_pricing_asian_options_on_valuation_trees.pdf,173cd12aee6b_a_quantum_algorithm_for_pricing_asian_options_on_valuation_trees.md,14,43394,success,,2026-04-08T22:19:26
1760158c7e1b,1760158c7e1b_option_pricing_using_quantum_computers.pdf,1760158c7e1b_option_pricing_using_quantum_computers.md,20,84141,success,,2026-04-08T22:19:26
176f4217cb91,176f4217cb91_explainable_hybrid_quantum_neural_networks_for_analyzing_the_influence_of_tweets.pdf,176f4217cb91_explainable_hybrid_quantum_neural_networks_for_analyzing_the_influence_of_tweets.md,20,78495,success,,2026-04-09T09:47:35
17bf34700dca,17bf34700dca_capturing_dynamics_with_noisy_quantum_computers.pdf,17bf34700dca_capturing_dynamics_with_noisy_quantum_computers.md,30,60583,success,,2026-04-08T22:19:26
183eee816106,183eee816106_interacting_boson_problems_are_qma_hard.pdf,183eee816106_interacting_boson_problems_are_qma_hard.md,4,21151,success,,2026-04-08T22:19:26
1858371f4c44,1858371f4c44_autonomous_quantum_agents_for_portfolio_optimization_orchestrating_qaoa_workflow.pdf,1858371f4c44_autonomous_quantum_agents_for_portfolio_optimization_orchestrating_qaoa_workflow.md,13,48288,success,,2026-04-08T22:19:26
1938aae185de,1938aae185de_quantum_enhanced_markov_chain_monte_carlo_for_combinatorial_optimization.pdf,1938aae185de_quantum_enhanced_markov_chain_monte_carlo_for_combinatorial_optimization.md,19,82659,success,,2026-04-09T10:02:50
1961129130d1,1961129130d1_exploring_the_versatility_of_qaoa_a_comprehensive_review.pdf,1961129130d1_exploring_the_versatility_of_qaoa_a_comprehensive_review.md,8,39181,success,,2026-04-08T22:19:26
1993ad0237f3,1993ad0237f3_quantum_computing_for_finance_overview_and_prospects.pdf,1993ad0237f3_quantum_computing_for_finance_overview_and_prospects.md,13,66184,success,,2026-04-08T22:19:26
19cfac96e8fe,19cfac96e8fe_quantum_enhanced_reinforcement_learning_with_lstm_forecasting_signals_for_optimi.pdf,19cfac96e8fe_quantum_enhanced_reinforcement_learning_with_lstm_forecasting_signals_for_optimi.md,6,23898,success,,2026-04-08T22:19:26
1a05f3c9e973,1a05f3c9e973_leveraging_quantum_computing_business_applications_a_b_slr_approach_and_future_r.pdf,1a05f3c9e973_leveraging_quantum_computing_business_applications_a_b_slr_approach_and_future_r.md,26,79392,success,,2026-04-08T22:19:26
1a0d37057236,1a0d37057236_iqnn_cs_interpretable_quantum_neural_network_for_credit_scoring.pdf,1a0d37057236_iqnn_cs_interpretable_quantum_neural_network_for_credit_scoring.md,14,36755,success,,2026-04-08T22:19:27
1b554a506320,1b554a506320_a_study_on_quantum_and_classical_simulations_for_molecular_systems_materials_sci.pdf,1b554a506320_a_study_on_quantum_and_classical_simulations_for_molecular_systems_materials_sci.md,7,34912,success,,2026-04-08T22:19:27
1b63c3136291,1b63c3136291_a_comparative_study_of_quantum_optimization_techniques_for_solving_combinatorial.pdf,1b63c3136291_a_comparative_study_of_quantum_optimization_techniques_for_solving_combinatorial.md,30,106872,success,,2026-04-08T22:19:27
1b7d8c497d7d,1b7d8c497d7d_a_generalized_quantum_inner_product_and_applications_to_financial_engineering.pdf,1b7d8c497d7d_a_generalized_quantum_inner_product_and_applications_to_financial_engineering.md,17,45169,success,,2026-04-08T22:21:19
1bad58b8e8e7,1bad58b8e8e7_empirical_evaluation_of_qaoa_with_zero_noise_extrapolation_on_nisq_hardware_for_.pdf,1bad58b8e8e7_empirical_evaluation_of_qaoa_with_zero_noise_extrapolation_on_nisq_hardware_for_.md,29,104513,success,,2026-04-08T22:21:19
1bc4675bdbc6,1bc4675bdbc6_discrete_time_quantum_walk_of_a_bose_einstein_condensate_in_momentum_space.pdf,1bc4675bdbc6_discrete_time_quantum_walk_of_a_bose_einstein_condensate_in_momentum_space.md,24,42064,success,,2026-04-08T22:21:20
1be7c19fc967,1be7c19fc967_harnessing_quantum_computing_and_generative_ai_for_next_generation_credit_fraud_.pdf,1be7c19fc967_harnessing_quantum_computing_and_generative_ai_for_next_generation_credit_fraud_.md,10,37498,success,,2026-04-08T22:21:20
1bf5fc02b95b,1bf5fc02b95b_qea_fad_quantum_enhanced_autoencoders_for_anomaly_detection_in_finance_and_healt.pdf,1bf5fc02b95b_qea_fad_quantum_enhanced_autoencoders_for_anomaly_detection_in_finance_and_healt.md,6,30733,success,,2026-04-08T22:21:20
1bf880322e6f,1bf880322e6f_quantum_speedups_for_derivative_pricing_beyond_black_scholes.pdf,1bf880322e6f_quantum_speedups_for_derivative_pricing_beyond_black_scholes.md,105,281035,success,,2026-04-08T22:21:20
1c1c816351f4,1c1c816351f4_gravitational_wave_matched_filtering_by_quantum_monte_carlo_integration_and_quan.pdf,1c1c816351f4_gravitational_wave_matched_filtering_by_quantum_monte_carlo_integration_and_quan.md,29,79704,success,,2026-04-08T22:21:21
1caec67a4a64,1caec67a4a64_quantum_variational_optimization_the_role_of_entanglement_and_problem_hardness.pdf,1caec67a4a64_quantum_variational_optimization_the_role_of_entanglement_and_problem_hardness.md,12,51794,success,,2026-04-08T22:21:21
1d16f793a68b,1d16f793a68b_quantum_neural_network_for_continuous_variable_prediction.pdf,1d16f793a68b_quantum_neural_network_for_continuous_variable_prediction.md,10,32734,success,,2026-04-08T22:21:22
1d16f793a68b,1d16f793a68b.pdf,1d16f793a68b.md,9,32567,success,,2026-04-08T22:21:22
1d44742c9e15,1d44742c9e15_pricing_multi_asset_derivatives_by_variational_quantum_algorithms.pdf,1d44742c9e15_pricing_multi_asset_derivatives_by_variational_quantum_algorithms.md,18,62763,success,,2026-04-08T22:21:22
1d715e0cd1aa,1d715e0cd1aa_hqfs_hybrid_quantum_classical_financial_security_with_vqc_forecasting_qubo_annea.pdf,1d715e0cd1aa_hqfs_hybrid_quantum_classical_financial_security_with_vqc_forecasting_qubo_annea.md,9,27403,success,,2026-04-08T22:21:22
1de0ca5e8cf2,1de0ca5e8cf2_quantum_machine_learning_based_on_k_means_to_optimize_cross_border_intelligent_p.pdf,1de0ca5e8cf2_quantum_machine_learning_based_on_k_means_to_optimize_cross_border_intelligent_p.md,7,26484,success,,2026-04-08T22:21:22
1df699f71a29,1df699f71a29_quantum_neural_networks_a_novel_architecture_for_hybrid_quantum_classical_algori.pdf,1df699f71a29_quantum_neural_networks_a_novel_architecture_for_hybrid_quantum_classical_algori.md,21,61349,success,,2026-04-08T22:21:23
1ea2787cdf95,1ea2787cdf95_interplay_of_markov_chain_and_random_walk_in_several_areas.pdf,1ea2787cdf95_interplay_of_markov_chain_and_random_walk_in_several_areas.md,5,21793,success,,2026-04-08T22:21:23
1f628b8e78f9,1f628b8e78f9_quantum_vs_classical_machine_learning_a_benchmark_study_for_financial_prediction.pdf,1f628b8e78f9_quantum_vs_classical_machine_learning_a_benchmark_study_for_financial_prediction.md,21,101851,success,,2026-04-08T22:21:23
1f8bcb9fc16e,1f8bcb9fc16e_continual_quantum_architecture_search_with_tensor_train_encoding_theory_and_appl.pdf,1f8bcb9fc16e_continual_quantum_architecture_search_with_tensor_train_encoding_theory_and_appl.md,19,57567,success,,2026-04-08T22:21:23
20063e119947,20063e119947_quantum_walk_inspired_fourier_operators_for_markovian_dynamics_and_modular_struc.pdf,20063e119947_quantum_walk_inspired_fourier_operators_for_markovian_dynamics_and_modular_struc.md,4,20568,success,,2026-04-08T22:21:24
205f3d35d4be,205f3d35d4be_analyzing_the_financial_impact_of_corporate_social_responsibility_using_quantum_.pdf,205f3d35d4be_analyzing_the_financial_impact_of_corporate_social_responsibility_using_quantum_.md,6,29209,success,,2026-04-08T22:21:24
20b87836c550,20b87836c550_quantum_computing_for_real_world_solutions_optimizing_complex_problems_in_the_di.pdf,20b87836c550_quantum_computing_for_real_world_solutions_optimizing_complex_problems_in_the_di.md,25,55631,success,,2026-04-08T22:21:24
20bf1514a7e4,20bf1514a7e4_uncertainty_in_supply_chain_digital_twins_a_quantum_classical_hybrid_approach.pdf,20bf1514a7e4_uncertainty_in_supply_chain_digital_twins_a_quantum_classical_hybrid_approach.md,15,42475,success,,2026-04-08T22:21:25
20c7e1972b0b,20c7e1972b0b_optimizing_mutual_fund_portfolio_management_through_the_application_of_advanced_.pdf,20c7e1972b0b_optimizing_mutual_fund_portfolio_management_through_the_application_of_advanced_.md,6,31867,success,,2026-04-08T22:21:25
20e9442a73f0,20e9442a73f0_qultsf_long_term_time_series_forecasting_with_quantum_machine_learning.pdf,20e9442a73f0_qultsf_long_term_time_series_forecasting_with_quantum_machine_learning.md,6,24486,success,,2026-04-08T22:21:25
21611a37dd85,21611a37dd85_synthetic_data_generation_with_hybrid_quantum_classical_models_for_the_financial.pdf,21611a37dd85_synthetic_data_generation_with_hybrid_quantum_classical_models_for_the_financial.md,11,44075,success,,2026-04-08T22:21:25
21e9746e62c2,21e9746e62c2_quantum_walk_based_portfolio_optimisation.pdf,21e9746e62c2_quantum_walk_based_portfolio_optimisation.md,17,51828,success,,2026-04-08T22:21:25
223ed1df56d0,223ed1df56d0_electric_power_demand_portfolio_optimization_by_fermionic_qaoa_with_self_consist.pdf,223ed1df56d0_electric_power_demand_portfolio_optimization_by_fermionic_qaoa_with_self_consist.md,8,28541,success,,2026-04-08T22:21:26
2291b049d70f,2291b049d70f_application_of_quantum_computing_in_discrete_portfolio_optimization.pdf,2291b049d70f_application_of_quantum_computing_in_discrete_portfolio_optimization.md,21,44223,success,,2026-04-08T22:21:26
2322e385b8e7,2322e385b8e7_differential_evolution_vqe_for_crypto_currency_arbitrage_quantum_optimization_wi.pdf,2322e385b8e7_differential_evolution_vqe_for_crypto_currency_arbitrage_quantum_optimization_wi.md,17,38895,success,,2026-04-08T22:21:26
23311f65fe2a,23311f65fe2a_solving_feature_selection_problem_by_quantum_optimization_algorithm.pdf,23311f65fe2a_solving_feature_selection_problem_by_quantum_optimization_algorithm.md,452,972790,success,,2026-04-08T22:21:27
235183650ee0,235183650ee0_quantum_neural_network_for_time_series_forecasting_harnessing_quantum_computing_.pdf,235183650ee0_quantum_neural_network_for_time_series_forecasting_harnessing_quantum_computing_.md,7,37127,success,,2026-04-08T22:21:30
23e03dc57b20,23e03dc57b20_computational_results_for_a_quantum_computing_application_in_real_life_finance.pdf,23e03dc57b20_computational_results_for_a_quantum_computing_application_in_real_life_finance.md,10,43194,success,,2026-04-08T22:21:30
246963801530,246963801530_a_systematic_literature_review_of_classical_and_quantum_machine_learning_approac.pdf,246963801530_a_systematic_literature_review_of_classical_and_quantum_machine_learning_approac.md,6,30122,success,,2026-04-08T22:21:31
24946c5b6c21,24946c5b6c21_towards_quantum_advantage_in_financial_market_risk_using_quantum_gradient_algori.pdf,24946c5b6c21_towards_quantum_advantage_in_financial_market_risk_using_quantum_gradient_algori.md,25,84119,success,,2026-04-08T22:21:31
24ca4814e7f2,24ca4814e7f2_quantum_algorithms_for_optimization_problems.pdf,24ca4814e7f2_quantum_algorithms_for_optimization_problems.md,292,728326,success,,2026-04-08T22:21:31
258cef4e076f,258cef4e076f_navigating_optimization_and_security_challenges_in_the_ai_driven_digital_economy.pdf,258cef4e076f_navigating_optimization_and_security_challenges_in_the_ai_driven_digital_economy.md,8,46927,success,,2026-04-08T22:21:33
25a848404367,25a848404367_currency_arbitrage_optimization_using_quantum_annealing_qaoa_and_constraint_mapp.pdf,25a848404367_currency_arbitrage_optimization_using_quantum_annealing_qaoa_and_constraint_mapp.md,6,27012,success,,2026-04-08T22:21:34
25b9eceec1f2,25b9eceec1f2_performance_comparison_of_qaoa_mixers_for_ternary_portfolio_optimization.pdf,25b9eceec1f2_performance_comparison_of_qaoa_mixers_for_ternary_portfolio_optimization.md,31,60865,success,,2026-04-08T22:21:34
25da778231cf,25da778231cf_the_state_of_quantum_computing_applications_initiatives_challenges_and_ethical_c.pdf,25da778231cf_the_state_of_quantum_computing_applications_initiatives_challenges_and_ethical_c.md,28,56733,success,,2026-04-08T22:21:34
26668f5bb362,26668f5bb362_quantum_enhanced_ai_and_machine_learning_transforming_predictive_analytics.pdf,26668f5bb362_quantum_enhanced_ai_and_machine_learning_transforming_predictive_analytics.md,14,67730,success,,2026-04-09T10:13:27
26d9ab80fc82,26d9ab80fc82_research_on_financial_stock_market_prediction_based_on_the_hidden_quantum_markov.pdf,26d9ab80fc82_research_on_financial_stock_market_prediction_based_on_the_hidden_quantum_markov.md,17,52678,success,,2026-04-08T22:21:35
270d264b98f3,270d264b98f3_quantum_option_profit_and_loss_encoding_for_risk_assessment.pdf,270d264b98f3_quantum_option_profit_and_loss_encoding_for_risk_assessment.md,12,65126,success,,2026-04-08T22:21:35
