slr_id,title,doi,source_type,exclusion_reason,exclusion_detail,date_excluded
2c74be1a024b,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
2e35d78fa802,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
2e9f88ec6794,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
30c35313cb34,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
311bac170c43,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
323683ff9874,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
3318d42b7459,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
33ecea26692d,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
34f8784d073c,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
34fc27290f18,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
35c7b4d830d5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
35da1ebe30e2,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
36cd7ccae10c,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
3716460f49f0,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
37f43983f4d2,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
39e897283cac,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
3a3ba897009d,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
3a533a166c84,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
3a64b1f387c0,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
3c1b7774da65,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
3c79c53d5d90,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
3c7ed5e51406,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
3d6d6393f792,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
3f8ab7317ca4,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
3fe2b056b181,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
40e4c7fdd4ac,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
413125f4264b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
41a852fada38,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
41c620c565b5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
45e4cb39dba8,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
468c3327bdef,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
470b798927ef,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
4798a3b70dd2,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
4adb16a5e179,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
4b808e14a12b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
4e492b86e6c7,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
4eb84ca51d29,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
4ee4d5f63858,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5308fd4d7e17,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
53a6837ae00d,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
53cdbb737343,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
57294220386e,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
57a58ac6ea72,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
57ed01f77bc6,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
58a29f9f57a7,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
58f4450b9cce,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
596d3496c56c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5a14221c82c6,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
5a5bcd7b5e90,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5a9835a859bf,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5bb38201b7ae,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
5bd5a79bc18a,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5c9fef8c2825,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5cf59c9d0438,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
5d534083c368,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
615067f0066c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
6190538f1800,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
620d7dc5208d,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
6278f0d22ba5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
64111b3b5d61,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
64522483ae83,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
645e6ec4f04e,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
64a4167a442c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
661640f62940,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
67ef832f18a2,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
67f83161d410,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
68a06e2534e1,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
68d02a109ffd,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
69b8b36d8aad,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
69bf4c1b7cbe,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
6ce12ea7c2bf,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
6eb61c248ea7,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
6fe2aeb67e66,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
71dc25d5ac6a,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
71e349feba65,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
71ed62112b8d,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
73f3adac41d9,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
75c40280653d,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
75cd91455541,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7600a952f76a,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
774364c6da63,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
778a06edc7f8,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
7a159ec77866,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
7a47e22ecc89,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7b4b01100661,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7bdb6593ec48,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7c11ab76f3d9,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7c5f50a7c9b3,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7c6e8af63f61,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7d9c1f3a2af2,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7e3bc9e2594c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7ea4faff382d,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7f0f52d2eab9,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7f5135581c08,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
7f91dcfbca63,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
83317aae0ec0,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
86fa1780f8fe,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
881dd9b94148,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
8d08019fb608,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
8d9fbaf6510b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
8dad17700137,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
8e52ff85234f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
8fccc6cb2db6,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
90c55cffbb52,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9170a0c2d3a2,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
91d09b729085,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
93ff9980959f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
946a6e1b2725,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
94dbaa0bc6b4,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
95a7b64bceac,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9636cfb13bd3,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
963ca4c12a61,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
976207a6400b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
980d054544f5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
993b4e035b55,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
99e391ee5e85,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9abc38e76aec,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
9ac554cf64c4,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
9b3837c81545,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9bc9b29fc6af,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9be7c1fe15c2,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9d21f2dbc900,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
9ecabb9df454,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
9ece39a58632,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
9ee4aaf0f745,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
a0d2cf9e49bf,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
a0e970f7273f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
a426a8634e23,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
a4cb146201fc,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
a75f8f16f267,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
a7b3e49448d1,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
a8b9f6b19702,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
aa0f8200d68f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
ac9a031452bb,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
acc55c7d6a2a,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
add09b8c5e11,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
b0f18b08964e,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
b1450afbccd7,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
b17e753ba135,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
b193d72aab07,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
b1bdaa2bbbb8,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
b58f4a78e015,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
b7c9696b8ffc,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
b8057faa8a23,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
b97e7f0690c5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
ba9b439040f0,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
bbd82caa4d1f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
bbf0e3662d3c,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
bc172c83a778,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
bc7abe57bcdd,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
c0182e500e61,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
c034ac9211c2,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
c368d34620bf,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
c4e919f71785,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
c50cff63fd9e,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
c5fa20e739f7,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
c60694a1e2ed,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
c7451962353b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
c784a08e2043,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
c91a2002db67,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
c950657aa481,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
ca17c4baa8d1,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
cad7df42e483,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
cd5dc35d5f39,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
cd6d281e7994,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
cde1c896dc3c,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
cfc22a0f0b6b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
d0568e395fbf,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
d169bf320747,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
d18096ef8f4c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
d21bf4bb49f1,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
d28e11e1f8b0,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
d3580aed27bb,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
d388ccd2fff8,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
d7449b1ba0c5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
d76ce1e8a91b,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
dc60950e60b9,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
dd846d58c0b9,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
dda6a6312022,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
dfd464e83103,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
dfef8f5777bb,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
e0a04002122e,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e1ab375ffe44,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e36d3ea67d07,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e3ccb8cc6354,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
e3f0d48b8da0,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
e3f607c31738,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e513378d8c92,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
e667225d4f3c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e6ece474516c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e71143fc75ea,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e7e84a5252aa,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e8140e32d73c,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
e82f44de737a,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
e8b9674d7c5e,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
e9e49c657667,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ea3050e19cb2,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ebc4087b5ca1,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ecd17525083d,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ed02e34c2236,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ed0de8d44eff,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
eedf4aad8fda,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ef887b17024e,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ef99551dab0f,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
ef9db5fc8faa,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
f054252b17db,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f1cdc4d681b5,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f20042024dc6,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f2dee5528891,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
f362fd204c2b,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f3998e794c14,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
f3cb59fe38ac,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
f407c516e84f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f4883fc328d4,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f4e582f59d68,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f6c404e63d0f,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f792c5e92b0c,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
f85bdc99d9eb,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
f8669d109a5f,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
f88bb4cc0c22,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
fbec16f60f72,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
fc82cb4fddfa,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
fd31c17753a0,,,,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-17
ff9ec9ec394a,,,,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-17
0ab110ae249c,Coherence-Gated Dimensional Access: Derivation and Physical Validation of Deff = Dmax Ã— Î¦(,,,scope_out_physics,paper is physics / cosmology / condensed matter, not gate-based quantum finance; triaged 2026-04-17 from empty-experiment fallback (OUT_OF_SCOPE),2026-04-17
52b1d7c50b82,Variational quantum Monte Carlo study of two-dimensional Wigner crystals: exchange; correl,,,scope_out_physics,paper is physics / cosmology / condensed matter, not gate-based quantum finance; triaged 2026-04-17 from empty-experiment fallback (OUT_OF_SCOPE),2026-04-17
585676a57508,A simple variational quantum Monte Carlo-effective mass approach for excitons and trions i,,,scope_out_physics,paper is physics / cosmology / condensed matter, not gate-based quantum finance; triaged 2026-04-17 from empty-experiment fallback (OUT_OF_SCOPE),2026-04-17
7efbd5b186f9,HAT v30.2: The Unified Theory of Structural Time and the Lag Horizon â€” Integrating Kletets,,,scope_out_physics,paper is physics / cosmology / condensed matter, not gate-based quantum finance; triaged 2026-04-17 from empty-experiment fallback (OUT_OF_SCOPE),2026-04-17
9e79a3ba95a4,Simulation of an inhomogeneous Fermi gas through the BCS-BEC crossover,,,scope_out_physics,paper is physics / cosmology / condensed matter, not gate-based quantum finance; triaged 2026-04-17 from empty-experiment fallback (OUT_OF_SCOPE),2026-04-17
11807719b419,Testing quantum theory by generalizing noncontextuality,,,scope_out_non_finance,quantum foundations / non-contextuality; no finance content; triaged 2026-04-17 (manual review pass 2),2026-04-17
55025d58c227,Recursive Quantum Decoherence simulator,,,scope_out_non_finance,quantum decoherence simulator / fractal correction; no finance content; triaged 2026-04-17 (manual review pass 2),2026-04-17
2f9096b00d49,Overcoming barriers to scalability in variational quantum Monte Carlo,,,scope_out_non_finance,VMC scalability for condensed matter; no finance content; triaged 2026-04-17 (manual review pass 2),2026-04-17
862fc759b55d,Alternative sampling for variational quantum Monte Carlo,,,scope_out_non_finance,alternative sampling for VMC condensed matter; no finance content; triaged 2026-04-17 (manual review pass 2),2026-04-17
c7e723b86ecc,VMC study of quasiparticle effective mass,,,scope_out_non_finance,VMC quasiparticle effective mass 2D fluid; no finance content; triaged 2026-04-17 (manual review pass 2),2026-04-17
3432da9937d2,2D HP Model quantum evolutionary algorithm,,,scope_out_non_finance,LNCS proceedings volume; target paper is 2D HP protein folding not finance; triaged 2026-04-17 (manual review pass 2),2026-04-17
aa5b834c3a1d,Antifragile Quantum-Semantic Systems via CVaR-POVM,,,scope_out_non_finance,quantum-semantic stability framework; uses CVaR terminology but not finance; triaged 2026-04-17 (manual review pass 2),2026-04-17
cb7047eb4b01,Deterministic Commutative Normalization (SlimeLearning),,,scope_out_non_finance,SlimeLearning vs VAE disentanglement for representation learning; not finance; triaged 2026-04-17 (manual review pass 2),2026-04-17
e52f3f130a75,SparseEA-AGDS hybrid workload partitioning,,,scope_out_non_finance,generic hybrid quantum-classical workload partitioning; not finance application; triaged 2026-04-17 (manual review pass 2),2026-04-17
c65b93ca030a,Quantum-inspired Jaguar Algorithm for combinatorial optimization,,,scope_out_quantum_inspired,quantum-inspired jaguar algorithm (classical simulation); uses portfolio as benchmark but no gate-based quantum computation; triaged 2026-04-17 (manual review pass 2),2026-04-17
0fb8e2505865,,,,scope_out_non_finance,"AIOps framework; abstract mentions finance but experiments are on data center energy/workload, not financial services; triaged 2026-04-17",2026-04-17
